,City,Total score,Quality of life score,Family score,Cost,Internet,Fun,Safety,Lack of crime,Lack of racism,Education level,Income level,English speaking,Walkability,Traffic safety,Happiness,Nightlife,Free WiFi in city,A/C or heating,Friendly to foreigners,Freedom of speech,Female friendly,LGBTQ+ friendly,Startup Score,Hospitals,Country,Continent,Ciudad_Country,Latitude,Longitude
1192,Road Town,2.64,Good,Okay,Way too expensive,Slow,Okay,Good,Okay,Good,Unknown,Mediocre,Great,Great,Okay,Unknown,Bad,Good,Okay,Great,Unknown,Good,Bad,Okay,Unknown,British Virgin Islands,Latin America,"Road Town, British Virgin Islands",18.4257128,-64.6232227
1193,Plantation,2.67,Good,Good,Way too expensive,Fast,Okay,Good,Good,Good,High,Very high,Great,Bad,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Great,United States,North America,"Plantation, United States",26.12744855,-80.25779068328761
1194,Bonita Springs,2.67,Good,Okay,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Unknown,United States,North America,"Bonita Springs, United States",26.339806,-81.7786972
1195,Verdi,2.64,Good,Okay,Way too expensive,Fast,Okay,Good,Good,Good,High,Very high,Great,Bad,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Unknown,United States,North America,"Verdi, United States",39.5182427,-119.988811
1196,Urumqi,2.76,Okay,Bad,Affordable,Fast,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Okay,Bad,Okay,Bad,Bad,Bad,Bad,Unknown,Okay,Bad,Bad,Okay,China,Asia,"Urumqi, China",43.419754,87.319461
1197,Missoula,2.63,Okay,Okay,Way too expensive,Fast,Okay,Good,Good,Great,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Bad,Great,Okay,Great,United States,North America,"Missoula, United States",46.8701049,-113.995267
1198,Incline Village,2.65,Okay,Okay,Way too expensive,Fast,Okay,Good,Good,Good,High,Very high,Great,Bad,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Unknown,United States,North America,"Incline Village, United States",39.2501246,-119.951909
1199,Shijiazhuang,2.96,Okay,Bad,Affordable,Unusably slow,Okay,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Good,Okay,Unknown,Good,Bad,Bad,Unknown,China,Asia,"Shijiazhuang, China",38.0429742,114.5088385
1200,Doha,2.1,Good,Okay,Pricey,Good,Good,Okay,Okay,Unknown,Mediocre,Very high,Bad,Okay,Okay,Good,Okay,Good,Great,Good,Okay,Bad,Bad,Bad,Great,Qatar,Middle East,"Doha, Qatar",25.2856329,51.5264162
1201,Knoxville,2.68,Good,Okay,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Bad,Good,Okay,Good,Good,Okay,Great,Okay,Great,United States,North America,"Knoxville, United States",35.9603948,-83.9210261
1202,Cali,2.73,Okay,Bad,Cheap,Good,Okay,Very bad,Very bad,Bad,Mediocre,Very low,Bad,Great,Bad,Good,Okay,Okay,Bad,Great,Okay,Bad,Great,Bad,Good,Colombia,Latin America,"Cali, Colombia",3.4517923,-76.5324943
1203,Port Vila,2.64,Okay,Bad,Pricey,Unusably slow,Bad,Good,Good,Bad,Mediocre,Very low,Okay,Bad,Okay,Unknown,Bad,Bad,Bad,Okay,Unknown,Bad,Bad,Bad,Unknown,Vanuatu,Oceania,"Port Vila, Vanuatu",-17.7414972,168.3150163
1204,Zhucheng,2.65,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Bad,Unknown,Okay,Bad,Bad,Unknown,China,Asia,"Zhucheng, China",35.9957253,119.4041185
1205,Zhuzhou,2.64,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Okay,Bad,Unknown,Okay,Bad,Bad,Unknown,China,Asia,"Zhuzhou, China",27.4989086,113.1529127
1206,Jinan,3.15,Okay,Okay,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Okay,Bad,Okay,Okay,Unknown,Okay,Okay,Bad,Great,China,Asia,"Jinan, China",36.6507007,117.1140042
1207,Napa,2.65,Good,Good,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Good,United States,North America,"Napa, United States",38.2971367,-122.2855293
1208,Salem Ma,2.68,Okay,Okay,Too expensive,Fast,Okay,Good,Good,Okay,High,Very high,Great,Bad,Okay,Good,Okay,Good,Good,Okay,Good,Bad,Great,Okay,Good,United States,North America,"Salem Ma, United States",44.9391565,-123.033121
1209,Xiangyang,2.72,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Okay,Bad,Okay,Bad,Bad,Bad,Bad,Unknown,Okay,Bad,Bad,Bad,China,Asia,"Xiangyang, China",32.010998,112.1163785
1210,Monza,2.67,Good,Okay,Pricey,Fast,Okay,Good,Great,Okay,High,Mediocre,Okay,Bad,Okay,Okay,Okay,Okay,Okay,Okay,Good,Okay,Bad,Bad,Good,Italy,Europe,"Monza, Italy",45.639544,9.278869369225038
1211,Lagos,3.13,Okay,Bad,Affordable,Slow,Okay,Okay,Okay,Unknown,Low,Very low,Good,Great,Bad,Bad,Good,Bad,Bad,Good,Okay,Bad,Bad,Okay,Okay,Nigeria,Africa,"Lagos, Nigeria",6.5269033,3.5774005
1212,George Town,4.09,Good,Okay,Affordable,Fast,Okay,Great,Good,Good,Mediocre,Very low,Good,Great,Bad,Good,Good,Great,Okay,Great,Bad,Great,Okay,Okay,Good,Cayman Islands,Latin America,"George Town, Cayman Islands",19.30037305,-81.37009366377936
1213,Ferrara,2.7,Okay,Okay,Pricey,Fast,Good,Good,Great,Okay,High,Mediocre,Okay,Bad,Okay,Okay,Okay,Okay,Okay,Okay,Good,Okay,Bad,Okay,Great,Italy,Europe,"Ferrara, Italy",44.766764249999994,11.827938995640167
1214,Puerto Viejo,2.99,Okay,Okay,Affordable,Slow,Good,Okay,Bad,Good,Mediocre,Very low,Okay,Okay,Okay,Great,Bad,Bad,Bad,Good,Great,Okay,Great,Bad,Unknown,Costa Rica,Latin America,"Puerto Viejo, Costa Rica",10.4541312,-84.0096613
1215,Baoding,2.97,Okay,Bad,Cheap,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Good,Bad,Unknown,Good,Bad,Bad,Bad,China,Asia,"Baoding, China",38.8579735,115.490696
1216,Canton,2.69,Good,Good,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Good,United States,North America,"Canton, United States",32.555664,-95.8640507
1217,Oshkosh,2.71,Good,Okay,Way too expensive,Super fast,Okay,Great,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Bad,United States,North America,"Oshkosh, United States",44.0206919,-88.5408574
1218,Mogadishu,2.6,Bad,Bad,Affordable,Slow,Bad,Conflict / political instability,Okay,Bad,Unknown,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Unknown,Somalia,Africa,"Mogadishu, Somalia",2.0349312,45.3419183
1221,Chongjin,2.52,Bad,Bad,Affordable,Unusably slow,Bad,Okay,Good,Bad,Unknown,Very low,Bad,Great,Okay,Unknown,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Unknown,North Korea,Asia,"Chongjin, North Korea",41.9602718,129.96778069176605
1222,Sharjah,2.49,Okay,Okay,Affordable,Good,Bad,Good,Great,Okay,Mediocre,Mediocre,Okay,Great,Okay,Good,Bad,Good,Great,Great,Okay,Good,Bad,Okay,Good,United Arab Emirates,Middle East,"Sharjah, United Arab Emirates",25.3575436,55.3882729
1223,Zandvoort,2.54,Good,Good,Way too expensive,Fast,Good,Good,Great,Good,High,High,Great,Great,Okay,Great,Great,Good,Okay,Good,Great,Good,Great,Okay,Unknown,Netherlands,Europe,"Zandvoort, Netherlands",52.3713394,4.5307624
1224,Arendal,2.62,Good,Okay,Way too expensive,Fast,Good,Good,Great,Good,Very high,Very high,Good,Bad,Okay,Great,Okay,Good,Unknown,Unknown,Great,Good,Great,Okay,Unknown,Norway,Europe,"Arendal, Norway",58.42673005,8.94694911492874
1225,Gulfport,2.59,Okay,Okay,Way too expensive,Fast,Okay,Good,Good,Okay,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Good,United States,North America,"Gulfport, United States",30.3674198,-89.0928155
1226,Erbil,2.69,Okay,Bad,Pricey,Slow,Bad,Bad,Unknown,Okay,Unknown,Very low,Okay,Bad,Okay,Unknown,Bad,Bad,Okay,Good,Bad,Bad,Bad,Bad,Unknown,Kurdistan,Middle East,"Erbil, Kurdistan",36.1911624,44.0094652
1227,Hamhung,2.5,Bad,Bad,Affordable,Unusably slow,Bad,Okay,Good,Bad,Unknown,Very low,Bad,Great,Okay,Unknown,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Unknown,North Korea,Asia,"Hamhung, North Korea",39.915463,127.5439794
1228,Turin,2.67,Good,Okay,Pricey,Fast,Good,Good,Great,Bad,High,Mediocre,Bad,Great,Okay,Okay,Bad,Bad,Okay,Good,Good,Okay,Bad,Bad,Unknown,Italy,Europe,"Turin, Italy",45.0677551,7.6824892
1229,Tuscaloosa,2.67,Okay,Okay,Way too expensive,Fast,Okay,Good,Good,Okay,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Good,United States,North America,"Tuscaloosa, United States",33.2095614,-87.5675258
1230,Hamilton,2.57,Good,Okay,Way too expensive,Fast,Okay,Good,Okay,Good,Unknown,Very high,Good,Bad,Okay,Unknown,Good,Okay,Okay,Good,Unknown,Okay,Bad,Okay,Unknown,Bermuda,Latin America,"Hamilton, Bermuda",32.2956076,-64.7827048
1231,Philipsburg,2.56,Okay,Okay,Too expensive,Good,Okay,Bad,Unknown,Okay,Unknown,Mediocre,Good,Great,Okay,Unknown,Okay,Good,Good,Good,Unknown,Okay,Bad,Okay,Unknown,Sint Maarten,Latin America,"Philipsburg, Sint Maarten",18.0250713,-63.0483073
1232,Baghdad,2.56,Bad,Bad,Affordable,Unusably slow,Bad,Conflict / political instability,Okay,Okay,Low,Very low,Bad,Bad,Bad,Bad,Okay,Okay,Bad,Okay,Bad,Bad,Bad,Bad,Unknown,Iraq,Middle East,"Baghdad, Iraq",33.3024309,44.3787992
1233,Isfahan,2.76,Okay,Bad,Affordable,Slow,Bad,Good,Good,Bad,Mediocre,Very low,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Unknown,Iran,Middle East,"Isfahan, Iran",32.6707877,51.6650002
1234,Lucca,2.63,Okay,Okay,Too expensive,Fast,Okay,Good,Great,Okay,High,Mediocre,Okay,Bad,Okay,Okay,Okay,Okay,Okay,Okay,Good,Okay,Bad,Bad,Great,Italy,Europe,"Lucca, Italy",44.017763900000006,10.454430026192636
1235,Lausanne,2.59,Good,Okay,Way too expensive,Fast,Okay,Good,Great,Okay,High,Very high,Okay,Great,Okay,Great,Okay,Bad,Okay,Good,Great,Good,Good,Okay,Great,Switzerland,Europe,"Lausanne, Switzerland",46.5218269,6.6327025
1236,Lahore,2.85,Bad,Bad,Cheap,Slow,Okay,Okay,Okay,Good,Low,Very low,Bad,Okay,Bad,Okay,Bad,Okay,Okay,Okay,Bad,Bad,Bad,Bad,Good,Pakistan,Asia,"Lahore, Pakistan",31.5656822,74.3141829
1237,Muscat,2.48,Okay,Bad,Affordable,Slow,Good,Good,Good,Unknown,Mediocre,Low,Bad,Great,Bad,Unknown,Bad,Bad,Great,Okay,Okay,Okay,Bad,Bad,Okay,Oman,Middle East,"Muscat, Oman",23.61515,58.5912467
1238,Weifang,2.98,Okay,Bad,Cheap,Fast,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Okay,Bad,Good,Okay,Unknown,Good,Bad,Bad,Good,China,Asia,"Weifang, China",36.7071591,119.1557441
1239,San Angelo,2.56,Okay,Okay,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Bad,Great,Okay,Good,United States,North America,"San Angelo, United States",31.4649685,-100.4405094
1240,Lugano,2.56,Good,Okay,Way too expensive,Fast,Okay,Good,Great,Okay,High,Very high,Good,Great,Okay,Great,Good,Good,Good,Great,Great,Great,Good,Okay,Okay,Switzerland,Europe,"Lugano, Switzerland",46.0050102,8.9520281
1241,Cathedral City,2.59,Okay,Okay,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Unknown,United States,North America,"Cathedral City, United States",33.822986549999996,-116.46687017113196
1242,Riyadh,2.01,Okay,Bad,Affordable,Good,Bad,Good,Good,Bad,Mediocre,Low,Bad,Great,Bad,Good,Okay,Okay,Okay,Okay,Bad,Bad,Bad,Bad,Great,Saudi Arabia,Middle East,"Riyadh, Saudi Arabia",24.638916,46.7160104
1243,Palm Desert,2.58,Okay,Okay,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Unknown,United States,North America,"Palm Desert, United States",33.74079965,-116.36936983394352
1244,Zaria,2.52,Bad,Bad,Okay,Slow,Bad,Bad,Okay,Bad,Low,Very low,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Unknown,Nigeria,Africa,"Zaria, Nigeria",11.0248119,7.651853311586596
1245,Charlotte Amalie,2.53,Okay,Okay,Way too expensive,Slow,Unknown,Okay,Very bad,Good,Unknown,Very low,Great,Great,Okay,Unknown,Bad,Good,Okay,Great,Unknown,Good,Bad,Okay,Unknown,United States Virgin Islands,Latin America,"Charlotte Amalie, United States Virgin Islands",18.341137,-64.932789
1246,Liberia,2.86,Okay,Okay,Affordable,Slow,Okay,Okay,Bad,Bad,Mediocre,Very low,Bad,Great,Okay,Great,Okay,Good,Bad,Good,Great,Bad,Great,Bad,Unknown,Costa Rica,Latin America,"Liberia, Costa Rica",10.6333401,-85.4362722
1247,Sariwon,2.53,Bad,Bad,Affordable,Unusably slow,Bad,Okay,Good,Bad,Unknown,Very low,Bad,Great,Okay,Unknown,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Unknown,North Korea,Asia,"Sariwon, North Korea",38.50935,125.7555447
1248,Constantine,2.55,Okay,Bad,Pricey,Slow,Okay,Okay,Good,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Okay,Bad,Okay,Okay,Bad,Bad,Bad,Unknown,Algeria,Africa,"Constantine, Algeria",36.364519,6.60826
1249,Ko Samui,2.61,Good,Okay,Affordable,Fast,Okay,Great,Good,Okay,Mediocre,Very low,Bad,Bad,Bad,Good,Good,Bad,Okay,Great,Okay,Good,Good,Bad,Bad,Thailand,Asia,"Ko Samui, Thailand",9.50139445,99.99561927320003
1250,Cabarete,2.49,Okay,Bad,Pricey,Slow,Okay,Okay,Bad,Okay,Mediocre,Very low,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Good,Good,Bad,Bad,Bad,Unknown,Dominican Republic,Latin America,"Cabarete, Dominican Republic",19.7490157,-70.4128435
1251,Yichang,3.03,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Bad,Unknown,Okay,Bad,Bad,Bad,China,Asia,"Yichang, China",30.694088,111.2803074
1252,Anyang,3.07,Okay,Bad,Affordable,Unusably slow,Okay,Good,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Okay,Unknown,Okay,Okay,Bad,Bad,China,Asia,"Anyang, China",36.1023552,114.33633
1253,Interlaken,2.47,Good,Okay,Way too expensive,Fast,Good,Good,Great,Okay,High,Very high,Okay,Bad,Okay,Great,Okay,Okay,Good,Okay,Great,Okay,Okay,Okay,Great,Switzerland,Europe,"Interlaken, Switzerland",46.6855231,7.8585139
1254,Beersheba,2.48,Okay,Okay,Pricey,Good,Okay,Good,Good,Good,High,High,Good,Great,Okay,Great,Bad,Bad,Good,Okay,Okay,Good,Okay,Okay,Okay,Israel,Middle East,"Beersheba, Israel",31.2457442,34.7925181
1255,Sargodha,2.96,Bad,Bad,Cheap,Unusably slow,Bad,Okay,Okay,Bad,Low,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Unknown,Pakistan,Asia,"Sargodha, Pakistan",32.0898005,72.6782574
1256,Daejeon,2.48,Good,Okay,Too expensive,Fast,Okay,Good,Great,Okay,High,Mediocre,Bad,Great,Okay,Okay,Okay,Great,Great,Good,Good,Good,Bad,Bad,Great,South Korea,Asia,"Daejeon, South Korea",36.3496,127.3848
1257,St Gallen,2.5,Good,Okay,Too expensive,Fast,Good,Good,Great,Okay,High,Very high,Okay,Great,Okay,Great,Okay,Okay,Unknown,Unknown,Great,Great,Good,Okay,Great,Switzerland,Europe,"St Gallen, Switzerland",47.4250593,9.3765878
1258,Rawalpindi,2.95,Bad,Bad,Cheap,Slow,Bad,Bad,Okay,Good,Low,Very low,Bad,Great,Bad,Okay,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Good,Pakistan,Asia,"Rawalpindi, Pakistan",33.6038766,73.048136
1259,San Pedro,2.78,Okay,Bad,Okay,Good,Great,Bad,Very bad,Unknown,Mediocre,Very low,Bad,Okay,Bad,Okay,Bad,Bad,Good,Good,Good,Okay,Bad,Bad,Unknown,Belize,Latin America,"San Pedro, Belize",18.3403061,-88.49537037472777
1260,Nampo,2.53,Bad,Bad,Okay,Unusably slow,Bad,Okay,Good,Bad,Unknown,Very low,Bad,Okay,Okay,Unknown,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Unknown,North Korea,Asia,"Nampo, North Korea",38.7367448,125.4115285
1261,Dakar,2.46,Okay,Bad,Affordable,Slow,Great,Okay,Okay,Unknown,Very low,Very low,Bad,Bad,Bad,Bad,Bad,Bad,Unknown,Great,Good,Bad,Bad,Bad,Okay,Senegal,Africa,"Dakar, Senegal",14.693425,-17.447938
1262,Peshawar,2.33,Bad,Bad,Cheap,Unusably slow,Okay,Bad,Okay,Bad,Low,Very low,Bad,Okay,Bad,Okay,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Bad,Pakistan,Asia,"Peshawar, Pakistan",34.0123846,71.5787458
1263,Xiangtan,2.74,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Unknown,Okay,Bad,Bad,Unknown,China,Asia,"Xiangtan, China",27.8328352,112.9388078
1264,Haifa,2.36,Good,Okay,Too expensive,Fast,Good,Good,Good,Good,High,High,Good,Okay,Okay,Great,Okay,Okay,Good,Okay,Okay,Good,Okay,Okay,Great,Israel,Middle East,"Haifa, Israel",32.8191218,34.9983856
1265,Tangshan,2.98,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Okay,Unknown,Okay,Bad,Bad,Great,China,Asia,"Tangshan, China",39.6295951,118.1738712
1266,Bahawalpur,2.8,Bad,Bad,Cheap,Slow,Bad,Bad,Okay,Bad,Low,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Unknown,Pakistan,Asia,"Bahawalpur, Pakistan",29.394644,71.6638747
1267,Mykonos,2.37,Okay,Okay,Way too expensive,Fast,Good,Great,Great,Okay,High,Low,Okay,Great,Okay,Okay,Good,Okay,Good,Okay,Good,Okay,Bad,Okay,Unknown,Greece,Europe,"Mykonos, Greece",37.451434500000005,25.392337493319413
1268,Kenosha,2.66,Good,Okay,Too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Okay,United States,North America,"Kenosha, United States",42.5846773,-87.8212263
1269,Kabul,2.32,Bad,Bad,Affordable,Unusably slow,Bad,Conflict / political instability,Okay,Okay,Very low,Very low,Bad,Great,Bad,Bad,Bad,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Unknown,Afghanistan,Asia,"Kabul, Afghanistan",34.5260109,69.1776838
1270,Zibo,2.95,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Okay,Bad,Unknown,Okay,Bad,Bad,Unknown,China,Asia,"Zibo, China",36.819626,117.980675
1271,Managua,2.77,Okay,Bad,Affordable,Slow,Bad,Bad,Bad,Unknown,Low,Very low,Bad,Okay,Bad,Okay,Bad,Bad,Okay,Good,Good,Okay,Okay,Bad,Okay,Nicaragua,Latin America,"Managua, Nicaragua",12.1459907,-86.2746665
1272,Leon,2.77,Okay,Bad,Affordable,Slow,Bad,Bad,Bad,Bad,Low,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Okay,Good,Bad,Bad,Bad,Unknown,Nicaragua,Latin America,"Leon, Nicaragua",12.4345376,-86.8773498
1273,Handan,2.96,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Okay,Bad,Good,Bad,Unknown,Good,Bad,Bad,Unknown,China,Asia,"Handan, China",36.583333,114.483333
1274,King Edward Point,2.42,Okay,Okay,Way too expensive,Unusably slow,Bad,Great,Unknown,Bad,Unknown,Very low,Good,Great,Okay,Unknown,Bad,Bad,Bad,Okay,Unknown,Bad,Good,Bad,Unknown,South Georgia and the South Sandwich Islands,Latin America,"King Edward Point, South Georgia and the South Sandwich Islands",-54.283545,-36.4946355
1275,Islamabad,2.99,Bad,Bad,Cheap,Slow,Bad,Okay,Okay,Good,Low,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Pakistan,Asia,"Islamabad, Pakistan",33.6938118,73.0651511
1276,Santa Teresa,2.75,Okay,Okay,Okay,Good,Okay,Okay,Bad,Good,Mediocre,Very low,Okay,Bad,Okay,Great,Bad,Bad,Unknown,Unknown,Great,Okay,Great,Bad,Unknown,Costa Rica,Latin America,"Santa Teresa, Costa Rica",9.3348046,-83.5720475
1277,Ashgabat,2.43,Okay,Bad,Way too expensive,Unusably slow,Bad,Good,Good,Bad,Mediocre,Very low,Good,Bad,Bad,Okay,Bad,Okay,Unknown,Good,Bad,Bad,Bad,Okay,Unknown,Turkmenistan,Asia,"Ashgabat, Turkmenistan",37.9404648,58.3823487
1278,Tamarindo,2.73,Okay,Okay,Okay,Slow,Okay,Okay,Bad,Good,Mediocre,Very low,Okay,Great,Okay,Great,Bad,Bad,Great,Okay,Great,Okay,Great,Bad,Unknown,Costa Rica,Latin America,"Tamarindo, Costa Rica",10.302834,-85.8385625
1279,Faisalabad,2.69,Bad,Bad,Cheap,Slow,Bad,Okay,Okay,Bad,Low,Very low,Bad,Great,Bad,Okay,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Unknown,Pakistan,Asia,"Faisalabad, Pakistan",31.4220558,73.0923253
1280,Multan,2.78,Bad,Bad,Cheap,Slow,Bad,Okay,Okay,Bad,Low,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Unknown,Pakistan,Asia,"Multan, Pakistan",30.1979793,71.4724978
1281,Benghazi,2.44,Okay,Bad,Pricey,Unusably slow,Bad,Conflict / political instability,Good,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Unknown,Libya,Africa,"Benghazi, Libya",32.1288331,20.0817204
1282,Tegucigalpa,2.73,Okay,Bad,Affordable,Slow,Bad,Bad,Very bad,Okay,Low,Very low,Bad,Great,Bad,Okay,Bad,Bad,Okay,Bad,Okay,Okay,Bad,Bad,Bad,Honduras,Latin America,"Tegucigalpa, Honduras",14.1057433,-87.2040052
1283,Gujranwala,2.66,Bad,Bad,Affordable,Unusably slow,Bad,Bad,Okay,Bad,Low,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Unknown,Pakistan,Asia,"Gujranwala, Pakistan",32.1525312,74.1933745
1284,Ko Tao,2.42,Okay,Bad,Affordable,Fast,Okay,Good,Good,Bad,Mediocre,Very low,Bad,Bad,Bad,Good,Bad,Okay,Bad,Okay,Okay,Okay,Okay,Bad,Unknown,Thailand,Asia,"Ko Tao, Thailand",10.0844025,99.8258031
1285,Bellevue,2.77,Good,Good,Too expensive,Super fast,Okay,Good,Good,Great,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Good,United States,North America,"Bellevue, United States",47.6144219,-122.192337
1286,Vatican City,2.41,Okay,Okay,Too expensive,Good,Good,Okay,Unknown,Okay,Unknown,Very low,Okay,Great,Okay,Unknown,Bad,Okay,Okay,Bad,Unknown,Okay,Bad,Bad,Unknown,Vatican City,Europe,"Vatican City, Vatican City",41.903411,12.4528527
1287,Basra,2.0,Bad,Bad,Affordable,Unusably slow,Bad,Conflict / political instability,Okay,Bad,Low,Very low,Bad,Great,Bad,Bad,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Unknown,Iraq,Middle East,"Basra, Iraq",30.4952371,47.8090981
1288,Yantai,2.81,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Unknown,Okay,Bad,Bad,Good,China,Asia,"Yantai, China",37.461928,121.4425255
1289,Sialkot,2.63,Bad,Bad,Affordable,Unusably slow,Bad,Okay,Okay,Bad,Low,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Unknown,Pakistan,Asia,"Sialkot, Pakistan",32.4935378,74.5411575
1290,Cayenne,2.35,Okay,Bad,Pricey,Slow,Bad,Okay,Bad,Bad,Unknown,Low,Bad,Bad,Okay,Unknown,Bad,Bad,Okay,Good,Unknown,Bad,Okay,Bad,Okay,French Guiana,Latin America,"Cayenne, French Guiana",4.9371143,-52.3258307
1291,Martinique,2.39,Good,Okay,Too expensive,Fast,Good,Great,Good,Good,Unknown,Very low,Bad,Great,Okay,Unknown,Bad,Okay,Bad,Good,Unknown,Good,Okay,Bad,Unknown,Martinique,Latin America,"Martinique, Martinique",14.6367927,-61.01582685063731
1292,San Pedro Sula,2.67,Okay,Bad,Affordable,Slow,Bad,Bad,Very bad,Okay,Low,Very low,Bad,Great,Bad,Okay,Bad,Bad,Unknown,Unknown,Okay,Okay,Bad,Bad,Bad,Honduras,Latin America,"San Pedro Sula, Honduras",15.5062156,-88.0248937
1293,Kralendijk,2.33,Okay,Okay,Way too expensive,Slow,Good,Okay,Unknown,Okay,Unknown,Low,Okay,Bad,Okay,Unknown,Good,Okay,Okay,Good,Unknown,Okay,Okay,Bad,Unknown,Bonaire,Latin America,"Kralendijk, Bonaire",12.1472869,-68.2740206
